scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
probably-certain,We will probably change her bed.,It is certain that we will change her bed.,We probably won't change her bed.,It is not certain that we will change her bed.,"We will probably change her bed, it is certain we will change it.","We will probably change her bed, maybe it is even certain we will change it.","We will probably change her bed, but it is not certain we will change it.","It is not certain that we will change her bed, we probably won't even change it.","It is not certain that we will change her bed, we probably won't even change it.","It is not certain that we will change her bed, but we will probably change it."
probably-certain,He will probably upgrade his phone this year.,It is certain that he will upgrade his phone this year.,He probably won't upgrade his phone this year.,It is not certain that he will upgrade his phone this year.,"He will probably upgrade his phone this year, it is certain he will upgrade it.","He will probably upgrade his phone this year, maybe it is even certain he will upgrade it.","He will probably upgrade his phone this year, but it is not certain he will upgrade it.","It is not certain that he will upgrade his phone this year, he probably won't even upgrade it.","It is not certain that he will upgrade his phone this year, he probably won't even upgrade it.","It is not certain that he will upgrade his phone this year, but he will probably upgrade it."
probably-certain,They will probably get married this year.,It is certain that they will get married this year.,They probably won't get married this year.,It is not certain that they will get married this year.,"They will probably get married this year, it is certain they will get married.","They will probably get married this year, maybe it is even certain they will get married.","They will probably get married this year, but it is not certain they will get married.","It is not certain that they will get married this year, they probably won't even get married.","It is not certain that they will get married this year, they probably won't even get married.","It is not certain that they will get married this year, but they will probably get married."
probably-certain,He will probably get promoted this year.,It is certain that he will get promoted this year.,He probably won't get promoted this year.,It is not certain that he will get promoted this year.,"He will probably get promoted this year, it is certain he will get promoted.","He will probably get promoted this year, maybe it is even certain he will get promoted.","He will probably get promoted this year, but it is not certain he will get promoted.","It is not certain that he will get promoted this year, he probably won't even get promoted.","It is not certain that he will get promoted this year, he probably won't even get promoted.","It is not certain that he will get promoted this year, but he will probably get promoted."
probably-certain,He will probably finish the project by next year.,It is certain that he will finish the project by next year.,He probably won't finish the project by next year.,It is not certain that he will finish the project by next year.,"He will probably finish the project by next year, it is certain he will finish it.","He will probably finish the project by next year, maybe it is even certain he will finish it.","He will probably finish the project by next year, but it is not certain he will finish it.","It is not certain that he will finish the project by next year, he probably won't even finish it.","It is not certain that he will finish the project by next year, he probably won't even finish it.","It is not certain that he will finish the project by next year, but he will probably finish it."
probably-certain,He will probably water the trees.,It is certain that he will water the trees.,He probably won't water the trees.,It is not certain that he will water the trees.,"He will probably water the trees, it is certain he will water them.","He will probably water the trees, maybe it is even certain he will water them.","He will probably water the trees, but it is not certain he will water them.","It is not certain that he will water the trees, he probably won't even water them.","It is not certain that he will water the trees, he probably won't even water them.","It is not certain that he will water the trees, but he will probably water them."
probably-certain,He will probably stay until the end.,It is certain that he will stay until the end.,He probably won't stay until the end.,It is not certain that he will stay until the end.,"He will probably stay until the end, it is certain he will stay.","He will probably stay until the end, maybe it is even certain he will stay.","He will probably stay until the end, but it is not certain he will stay.","It is not certain that he will stay until the end, he probably won't even stay.","It is not certain that he will stay until the end, he probably won't even stay.","It is not certain that he will stay until the end, but he will probably stay."
probably-certain,They will probably disinfect his hand.,It is certain that they will disinfect his hand.,They probably won't disinfect his hand.,It is not certain that they will disinfect his hand.,"They will probably disinfect his hand, in fact, it is certain that they will disinfect it.","They will probably disinfect his hand, maybe it is certain that they will disinfect it.",They will probably disinfect his hand but it is not certain that they will disinfect it.,"It is not certain that they will disinfect his hand, in fact, they probably won't disinfect it.","It is not certain that they will disinfect his hand, they probably won't even disinfect it.",It is not certain that they will disinfect his hand but they will probably disinfect it.
probably-certain,He will probably clean his glasses.,It is certain that he will clean his glasses.,He probably won't clean his glasses.,It is not certain that he will clean his glasses.,"He will probably clean his glasses, in fact, it is certain that he will clean them.","He will probably clean his glasses, maybe it is certain that he will clean them.",He will probably clean his glasses but it is not certain that he will clean them.,"It is not certain that he will clean his glasses, in fact, he probably won't clean them.","It is not certain that he will clean his glasses, he probably won't even clean them.",It is not certain that he will clean his glasses but he will probably clean them.
probably-certain,He will probably pass the biology class.,It is certain that he will pass the biology class.,He probably won't pass the biology class.,It is not certain that he will pass the biology class.,"He will probably pass the biology class, in fact, it is certain that he will pass it.","He will probably pass the biology class, maybe it is certain that he will pass it.",He will probably pass the biology class but it is not certain that he will pass it.,"It is not certain that he will pass the biology class, in fact, he probably won't pass it.","It is not certain that he will pass the biology class, he probably won't even pass it.",It is not certain that he will pass the biology class but he will probably pass it.
probably-certain,They will probably win the volleyball game.,It is certain that they will win the volleyball game.,They probably won't win the volleyball game.,It is not certain that they will win the volleyball game.,"They will probably win the volleyball game, in fact, it is certain that they will win it.","They will probably win the volleyball game, maybe it is certain that they will win it.",They will probably win the volleyball game but it is not certain that they will win it.,"It is not certain that they will win the volleyball game, in fact, they probably won't win it.","It is not certain that they will win the volleyball game, they probably won't even win it.",It is not certain that they will win the volleyball game but they will probably win it.
probably-certain,You will probably go to the hospital.,It is certain that you will go to the hospital.,You probably won't go to the hospital.,It is not certain that you will go to the hospital.,"You will probably go to the hospital, in fact, it is certain that you will go.","You will probably go to the hospital, maybe it is certain that you will go.",You will probably go to the hospital but it is not certain that you will go.,"It is not certain that you will go to the hospital, in fact, you probably won't go.","It is not certain that you will go to the hospital, you probably won't even go.",It is not certain that you will go to the hospital but you will probably go.
probably-certain,They will probably set the birds free.,It is certain that they will set the birds free.,They probably won't set the birds free.,It is not certain that they will set the birds free.,"They will probably set the birds free, in fact, it is certain that they will set them free.","They will probably set the birds free, maybe it is certain that they will set them free.",They will probably set the birds free but it is not certain that they will set them free.,"It is not certain that they will set the birds free, in fact, they probably won't set them free.","It is not certain that they will set the birds free, they probably won't even set them free.",It is not certain that they will set the birds free but they will probably set them free.
probably-certain,They will probably clean the horseshoes.,It is certain that they will clean the horseshoes.,They probably won't clean the horseshoes.,It is not certain that they will clean the horseshoes.,"They will probably clean the horseshoes, in fact, it is certain that they will clean them.","They will probably clean the horseshoes, maybe it is certain that they will clean them.",They will probably clean the horseshoes but it is not certain that they will clean them.,"It is not certain that they will clean the horseshoes, in fact, they probably won't clean them.","It is not certain that they will clean the horseshoes, they probably won't even clean them.",It is not certain that they will clean the horseshoes but they will probably clean them.
probably-certain,He will probably represent Konya at the conference.,It is certain that he will represent Konya at the conference.,He probably won't represent Konya at the conference.,It is not certain that he will represent Konya at the conference.,"He will probably represent Konya at the conference, in fact, it is certain that he will represent it.","He will probably represent Konya at the conference, maybe it is certain that he will represent it.",He will probably represent Konya at the conference but it is not certain that he will represent it.,"It is not certain that he will represent Konya at the conference, in fact, he probably won't represent it.","It is not certain that he will represent Konya at the conference, he probably won't even represent it.",It is not certain that he will represent Konya at the conference but he will probably represent it.
probably-certain,He will probably change his car's tire.,It is certain that he will change his car's tire.,He probably won't change his car's tire.,It is not certain that he will change his car's tire.,"He will probably change his car's tire, in fact, it is certain that he will change it.","He will probably change his car's tire, maybe it is certain that he will change it.",He will probably change his car's tire but it is not certain that he will change it.,"It is not certain that he will change his car's tire, in fact, he probably won't change it.","It is not certain that he will change his car's tire, he probably won't even change it.",It is not certain that he will change his car's tire but he will probably change it.
probably-certain,He will probably pay for the statue he broke.,It is certain that he will pay for the statue he broke.,He probably won't pay for the statue he broke.,It is not certain that he will pay for the statue he broke.,"He will probably pay for the statue he broke, in fact, it is certain that he will pay for it.","He will probably pay for the statue he broke, maybe it is certain that he will pay for it.",He will probably pay for the statue he broke but it is not certain that he will pay for it.,"It is not certain that he will pay for the statue he broke, in fact, he probably won't pay for it.","It is not certain that he will pay for the statue he broke, he probably won't even pay for it.",It is not certain that he will pay for the statue he broke but he will probably pay for it.
probably-certain,It will probably rain in April.,It is certain that it will rain in April.,It probably won't rain in April.,It is not certain that it will rain in April.,"It will probably rain in April, in fact, it is certain that it will.","It will probably rain in April, maybe it is even certain that it will.",It will probably rain in April but it is not certain that it will.,"It is not certain that it will rain in April, in fact it probably won't rain.","It is not certain that it will rain in April, it probably won't even rain.",It is not certain that it will rain in April but it will probably rain.
probably-certain,He will probably listen to the playing track.,It is certain that he will listen to the playing track.,He probably won't listen to the playing track.,It is not certain that he will listen to the playing track.,"He will probably listen to the playing track, in fact, it is certain that he will.","He will probably listen to the playing track, maybe it is even certain that he will.",He will probably listen to the playing track but it is not certain that he will.,"It is not certain that he will listen to the playing track, in fact he probably won't listen to it.","It is not certain that he will listen to the playing track, he probably won't even listen to it.",It is not certain that he will listen to the playing track but he will probably listen to it.
probably-certain,He will probably come on Thursday.,It is certain that he will come on Thursday.,He probably won't come on Thursday.,It is not certain that he will come on Thursday.,"He will probably come on Thursday, in fact, it is certain that he will.","He will probably come on Thursday, maybe it is even certain that he will.",He will probably come on Thursday but it is not certain that he will.,"It is not certain that he will come on Thursday, in fact he probably won't come.","It is not certain that he will come on Thursday, he probably won't even come.",It is not certain that he will come on Thursday but he will probably come.
probably-certain,He will probably open the gift from Thailand.,It is certain that he will open the gift from Thailand.,He probably won't open the gift from Thailand.,It is not certain that he will open the gift from Thailand.,"He will probably open the gift from Thailand, in fact, it is certain that he will.","He will probably open the gift from Thailand, maybe it is even certain that he will.",He will probably open the gift from Thailand but it is not certain that he will.,"It is not certain that he will open the gift from Thailand, in fact he probably won't open it.","It is not certain that he will open the gift from Thailand, he probably won't even open it.",It is not certain that he will open the gift from Thailand but he will probably open it.
probably-certain,He will probably return the shirt he bought from China.,It is certain that he will return the shirt he bought from China.,He probably won't return the shirt he bought from China.,It is not certain that he will return the shirt he bought from China.,"He will probably return the shirt he bought from China, in fact, it is certain that he will.","He will probably return the shirt he bought from China, maybe it is even certain that he will.",He will probably return the shirt he bought from China but it is not certain that he will.,"It is not certain that he will return the shirt he bought from China, in fact he probably won't return it.","It is not certain that he will return the shirt he bought from China, he probably won't even return it.",It is not certain that he will return the shirt he bought from China but he will probably return it.
probably-certain,He will probably finish the games he downloaded this summer.,It is certain that he will finish the games he downloaded this summer.,He probably won't finish the games he downloaded this summer.,It is not certain that he will finish the games he downloaded this summer.,"He will probably finish the games he downloaded this summer, in fact, it is certain that he will.","He will probably finish the games he downloaded this summer, maybe it is even certain that he will.",He will probably finish the games he downloaded this summer but it is not certain that he will.,"It is not certain that he will finish the games he downloaded this summer, in fact he probably won't finish them.","It is not certain that he will finish the games he downloaded this summer, he probably won't even finish them.",It is not certain that he will finish the games he downloaded this summer but he will probably finish them.
probably-certain,He will probably water the lotus flower.,It is certain that he will water the lotus flower.,He probably won't water the lotus flower.,It is not certain that he will water the lotus flower.,"He will probably water the lotus flower, in fact, it is certain that he will.","He will probably water the lotus flower, maybe it is even certain that he will.",He will probably water the lotus flower but it is not certain that he will.,"It is not certain that he will water the lotus flower, in fact he probably won't water it.","It is not certain that he will water the lotus flower, he probably won't even water it.",It is not certain that he will water the lotus flower but he will probably water it.
probably-certain,Ayşe and her friends will probably visit the museum.,It is certain that Ayşe and her friends will visit the museum.,Ayşe and her friends probably won't visit the museum.,It is not certain that Ayşe and her friends will visit the museum.,"Ayşe and her friends will probably visit the museum, in fact, it is certain that they will.","Ayşe and her friends will probably visit the museum, maybe it is even certain that they will.",Ayşe and her friends will probably visit the museum but it is not certain that they will.,"It is not certain that Ayşe and her friends will visit the museum, in fact they probably won't visit it.","It is not certain that Ayşe and her friends will visit the museum, they probably won't even visit it.",It is not certain that Ayşe and her friends will visit the museum but they will probably visit it.
probably-certain,It will probably snow this winter.,It is certain that it will snow this winter.,It probably won't snow this winter.,It is not certain that it will snow this winter.,"It will probably snow this winter, in fact, it is certain that it will.","It will probably snow this winter, maybe it is even certain that it will.",It will probably snow this winter but it is not certain that it will.,"It is not certain that it will snow this winter, in fact it probably won't snow.","It is not certain that it will snow this winter, it probably won't even snow.",It is not certain that it will snow this winter but it will probably snow.
probably-certain,They will probably repair the rails.,It is certain that they will repair the rails.,They probably won't repair the rails.,It is not certain that they will repair the rails.,"They will probably repair the rails, in fact, it is certain that they will.","They will probably repair the rails, maybe it is even certain that they will.",They will probably repair the rails but it is not certain that they will.,"It is not certain that they will repair the rails, in fact they probably won't repair them.","It is not certain that they will repair the rails, they probably won't even repair them.",It is not certain that they will repair the rails but they will probably repair them.
probably-certain,They will probably have the strings of the guitar repaired.,It is certain that they will have the strings of the guitar repaired.,They probably will not have the strings of the guitar repaired.,It is not certain that they will have the strings of the guitar repaired.,"They will probably have the strings of the guitar repaired, in fact, it is certain that they will have them repaired.","They will probably have the strings of the guitar repaired, perhaps it is certain that they will have them repaired.","They will probably have the strings of the guitar repaired, but it is not certain that they will have them repaired.","It is not certain that they will have the strings of the guitar repaired, in fact, they probably will not have them repaired.","It is not certain that they will have the strings of the guitar repaired, they probably will not even have them repaired.","It is not certain that they will have the strings of the guitar repaired, but they will probably have them repaired."
probably-certain,He will probably apologize to the people he offended.,It is certain that he will apologize to the people he offended.,He probably will not apologize to the people he offended.,It is not certain that he will apologize to the people he offended.,"He will probably apologize to the people he offended, in fact, it is certain that he will apologize.","He will probably apologize to the people he offended, perhaps it is certain that he will apologize.","He will probably apologize to the people he offended, but it is not certain that he will apologize.","It is not certain that he will apologize to the people he offended, in fact, he probably will not apologize.","It is not certain that he will apologize to the people he offended, he probably will not even apologize.","It is not certain that he will apologize to the people he offended, but he will probably apologize."
probably-certain,We will probably summarize the books in the library.,It is certain that we will summarize the books in the library.,We probably will not summarize the books in the library.,It is not certain that we will summarize the books in the library.,"We will probably summarize the books in the library, in fact, it is certain that we will summarize them.","We will probably summarize the books in the library, perhaps it is certain that we will summarize them.","We will probably summarize the books in the library, but it is not certain that we will summarize them.","It is not certain that we will summarize the books in the library, in fact, we probably will not summarize them.","It is not certain that we will summarize the books in the library, we probably will not even summarize them.","It is not certain that we will summarize the books in the library, but we will probably summarize them."
probably-certain,He will probably smell the cologne.,It is certain that he will smell the cologne.,He probably will not smell the cologne.,It is not certain that he will smell the cologne.,"He will probably smell the cologne, in fact, it is certain that he will smell it.","He will probably smell the cologne, perhaps it is certain that he will smell it.","He will probably smell the cologne, but it is not certain that he will smell it.","It is not certain that he will smell the cologne, in fact, he probably will not smell it.","It is not certain that he will smell the cologne, he probably will not even smell it.","It is not certain that he will smell the cologne, but he will probably smell it."
probably-certain,He will probably clear the computer's memory.,It is certain that he will clear the computer's memory.,He probably will not clear the computer's memory.,It is not certain that he will clear the computer's memory.,"He will probably clear the computer's memory, in fact, it is certain that he will clear it.","He will probably clear the computer's memory, perhaps it is certain that he will clear it.","He will probably clear the computer's memory, but it is not certain that he will clear it.","It is not certain that he will clear the computer's memory, in fact, he probably will not clear it.","It is not certain that he will clear the computer's memory, he probably will not even clear it.","It is not certain that he will clear the computer's memory, but he will probably clear it."
probably-certain,They will probably replicate the patterns on the carpet.,It is certain that they will replicate the patterns on the carpet.,They probably will not replicate the patterns on the carpet.,It is not certain that they will replicate the patterns on the carpet.,"They will probably replicate the patterns on the carpet, in fact, it is certain that they will replicate them.","They will probably replicate the patterns on the carpet, perhaps it is certain that they will replicate them.","They will probably replicate the patterns on the carpet, but it is not certain that they will replicate them.","It is not certain that they will replicate the patterns on the carpet, in fact, they probably will not replicate them.","It is not certain that they will replicate the patterns on the carpet, they probably will not even replicate them.","It is not certain that they will replicate the patterns on the carpet, but they will probably replicate them."
probably-certain,They will probably attend the math class.,It is certain that they will attend the math class.,They probably will not attend the math class.,It is not certain that they will attend the math class.,"They will probably attend the math class, in fact, it is certain that they will attend it.","They will probably attend the math class, perhaps it is certain that they will attend it.","They will probably attend the math class, but it is not certain that they will attend it.","It is not certain that they will attend the math class, in fact, they probably will not attend it.","It is not certain that they will attend the math class, they probably will not even attend it.","It is not certain that they will attend the math class, but they will probably attend it."
probably-certain,He will probably learn other programming languages.,It is certain that he will learn other programming languages.,He probably will not learn other programming languages.,It is not certain that he will learn other programming languages.,"He will probably learn other programming languages, in fact, it is certain that he will learn them.","He will probably learn other programming languages, perhaps it is certain that he will learn them.","He will probably learn other programming languages, but it is not certain that he will learn them.","It is not certain that he will learn other programming languages, in fact, he probably will not learn them.","It is not certain that he will learn other programming languages, he probably will not even learn them.","It is not certain that he will learn other programming languages, but he will probably learn them."
probably-certain,We will probably visit the rehabilitation center.,It is certain that we will visit the rehabilitation center.,We probably will not visit the rehabilitation center.,It is not certain that we will visit the rehabilitation center.,"We will probably visit the rehabilitation center, in fact, it is certain that we will visit it.","We will probably visit the rehabilitation center, perhaps it is certain that we will visit it.","We will probably visit the rehabilitation center, but it is not certain that we will visit it.","It is not certain that we will visit the rehabilitation center, in fact, we probably will not visit it.","It is not certain that we will visit the rehabilitation center, we probably will not even visit it.","It is not certain that we will visit the rehabilitation center, but we will probably visit it."
